"Id","Sentiment","Text"
603,"neutral","kurus ja hanbin ni aku tengok"
604,"neutral","mfs temenan rt ja ntar aku folow tpi jfb"
605,"neutral","tau aku asus jg mau nanya suara speaker km kecil atau ga "
606,"neutral","pah butang baju melayu aku mana pah "
607,"neutral","semua taktahu betapa lajunya aku nak cari nombor perdana guna calculator"
608,"neutral","sinii aku jurusan akuntansi nih "
609,"neutral","bende ni buat aku teringat dekat kucing aku yg tgh bunting dkat rumah "
610,"neutral","threesome lokal nih kamu pilih jadi yang mana gaes 1 bawah 2 tengah 3 atas gayvid gvid lokalhangat "
611,"neutral","mak aku pun ckp dekat abang aku anan gi laa kawen cepat nanti dah x de kawan sbb kawan anan semua dah kawen tahun depan kahwin "
612,"neutral","terlalu pagi mungkin kau belum bangun aku sudah bersiap untuk melanjutkan pekerjaan yang lainimpan saja mimpimu dan nik "
613,"neutral","dari dulu aku dah kata penyokong ph ke penyokong bn ke penyokong pas ke kalau dah perangai suka memburukkan antara sat "
614,"neutral","askmf kata cowoku aku lebih ganteng kalau pakai bikini "
615,"neutral","ada orang dm aku yang ni thanks "
616,"neutral","mb twitmu biasa aja untung kamu cakep makanya banyak yg rituit sekian "
617,"neutral","some women are trash some seharum bunga yang mengoda and some yang melengkapi kekurangan para lelaki but it is all about t "
618,"neutral","kamu menang undiannya nder kalo ikut mending tanyain csnya kalo belom dihubungin"
619,"neutral","kenapa aku typo "
620,"neutral","skin type kamu apa "
621,"neutral","hee follbck en aku tahhh mellas lohh"
622,"neutral","pernah dicritain sama guide aku ada anak cowo kencing sembarangan pas pulang dri bali bijinya bengkak sebel "
623,"neutral","barusan liat tulisan di belakang truk rela injek kopling demi kamu bisa shopping "
624,"neutral","lagi aku sapot haaaa"
625,"neutral","michel gabriel liburan kemaren ke mana gabriel gak ke mana mana cuma ke hongkong bentaran kamu "
626,"neutral","giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen "
627,"neutral","kemungkinan besar aku bawak buku ke sini tapi waswas lagi lah kobekfest "
628,"neutral","iyaaa aku beberes kamar trus aku bikin daftar ternyata banyak yang musti dilakuin wkwk udah sampe rumah ya bek "
629,"neutral","kalau bab haiwan ni aku memang sensitif sangat apa salah kucing tu kau masukkan dalam dryer sampai mati kau seksa dia bo "
630,"neutral","bila cg intai kertas exam masa kau buat "
631,"neutral","adoh aku nang kampus mlebu jam 1 tp meh bali tanggung "
632,"neutral","koe do ndelok the nun aku tak cak nun "
633,"neutral","izinkan aku mengupload ini "
634,"neutral","aku mari berhasil menjebak greni peng pisan tapi kali kedua gak mempan sirahku malah dipecahno"
635,"neutral","bile kau tanya member kau makan ape sampai jadi kelakar macam nie kau tengok lah perangai dia bunuh jela aku kalau "
636,"neutral","2malam tak tido badan tak rehat nasib baik esok cuti balik keje aku nk tdo"
637,"neutral","enjoythebeat from izinkan aku wib waktu indonesia banget with beater raisadinata harder "
638,"neutral","kak ari beli dulu ntar kalo bagus bilang aku wkwkwk"
639,"neutral","knapa pipi aku hm kembungin pipi waktu di cubit dimana aja asal ga ada yg liat "
640,"neutral","yee confirm yee yg dlm tu bukan aku tapi aku ada masa recording tu biasa lah loya2 mana boleh nk nyan "
641,"neutral","salah satunya itu yang lainnya ada banyak kebiasaan kebiasaan kecil kamu kamu ga sadar tapi aku sadar "
642,"neutral","insecure sangat dengan girls yang kulit licin selicin permukaan kaca ni aku mampu kaca retak je hsuwduhfjsnfbei i hate bre "
643,"neutral","aku pikir baik kau je haih"
644,"neutral","pengalaman saya pergi mahkamah syariah adalah mendengar nasihat dari tuan hakim mengenai masalah rumah "
645,"neutral","pastu aku jumpa 1 thread ni pasal alaisyah brader tu cuma pakai pencuci je tp muka da flawless aku pun cuba la mem "
646,"neutral","abg sado ajak teman malam ni lunyai la aku "
647,"neutral","giveaway top up dana tix id untuk 2 orang masing masing 50 000 cukup aja tweet ini nanti aku undi lewat tweetdr "
648,"neutral","hari ini konser kisah klasikheila on 7 akan hadir menemani jumat malam kamuiapa yang akan kamu ajak bernostalgia bersama "
649,"neutral","please ada yg sekolah nya di sma rimba madya atau ada yg alamatnya di sini tolong ya please banget nanti aku "
650,"neutral","deva whisper aku lagu idol sblum exam nak jwb maths terus lost"
651,"neutral","biar english aku teruk ke apa aku nak koyak jap"
652,"neutral","tubuhmu disembunyikan embun pada jendela itu aku menyebutnya kabut yang tidak meneteskan gerimis tehpotji"
653,"neutral","untuk sticker bookmark aku beli disini banyak varian lain yang lucu lucuu "
654,"neutral","petang tadi dok lepak2 pantai lepas tu perasan ada dua awek dok tonggeng2o aku decide utk datang dekat depa tanya buat a "
655,"neutral","api jom buat projek aku ada beberapa port utk dana"
656,"neutral","tim pencari bohir "
657,"neutral","hahahhahaa amin amin tp time tu aku da busy dkt hosp pekerja2 je yg majukan "
658,"neutral","someone tolong kutip dia aku tak larat dah nak simpan member bodo cmni "
659,"neutral","mau pasang bot ifttt tapi gatau caranyaini deh aku pasangin gratis kok gak bayar t lelang acc"
660,"neutral","na akuedang mencintaimu by best part by on r12kbfm"
661,"neutral","banyak tindakan yang bisa saja mengarah pada kepada flirting contohnya kamu liatin lawan jenis sambil bilang kam "
662,"neutral","following dan followers selisih 1170 nanti aku dikira php yang mau difollback ya 2019gantipresiden 2019pra "
663,"neutral","acececcece nak cover baki account tapi nak kena bagi followers nampak sikit "
664,"neutral","menu makan siang mimin hari ini adalah nasi plus ayam penyet makan dengan yang pedes2 apalagi pake sambel ijo m "
665,"neutral","aku jadi cashier cust tengok je aku ambil duit tetiba aku tak thu nak ambik duit yg mana baki rm16 je punnn "
666,"neutral","ada kata2 yg kamu mute mungkin jadinya ga kebaca sama kamu kemaren aku begini soalnya"
667,"neutral","aku punya solusi gmn kalau kyk gini recehkantwitter recehkantwiter 2019gantipolapikir "
668,"neutral","setahu aku la kan buah pinggang org lain lagi better kot"
669,"neutral","aku rasa nak uninstall app ni la app apa weh ' appreciate asal lak aku penat bila hargai org lain org tak hargai aku balik "
670,"neutral","eh kamu kok aku baru sadar ya 3"
671,"neutral","kalaulah aku jumpa life hack ganti minyak motor ni dulu genius budak budak sekarang ni "
672,"neutral","15 kalo sama mamah iya aku like hehe 3 16 uhm maybe hehehe"
673,"neutral","aku ada photobook 180k masih bisa didiskusikan ayo dm aja"
674,"neutral","umobile ada certain kawasan laju nak mampus aku prefer umobile sbb unlimited data sebulan makan tak habis dari t "
675,"neutral","apapun yang terjadi komunikasikan dengan pasangan tentang apa yang kamu rasakan jika pasangan nggak juga membantu "
676,"neutral","buat yg menuduh ada umat islam benci kalimat tauhid ini ulama besar indonesia lho ya "
677,"neutral","balada anak baru jadi bahan obrolan oleh seniornya dulu aku digituin juga ngga yaaa ' "
678,"neutral","aku mau dihapus mentang mentang item mau di tipe x"
679,"neutral","dieminar relationship blueprint kamu dan pasangan akan belajar kerja sama membangun kesepakatan dan kompromi hub "
680,"neutral","giveaway alert karena banyak hal yang buat akueneng dr kemarin salah satunya ini aku mau ga pulsa 50rb buat 1 "
681,"neutral","aku tengok malay men mostly lepas kahwin boroi je pastu cah cah ciannn"
682,"neutral","giveaway dalam rangka overall ku sampai dengan selamat dan tidak mengecewakan aku mau giveaway pulsa 5k cuma retweet aj "
683,"neutral","cucu cucu lain dia puji dia tanya dia ingat bila family aku dia cakap dosa itu ini semua dosa pastu cerita masa "
684,"neutral","aku bukan gadis yg berniqab tapi alhamdulillah aku sudah berhenti berselfie dan share gmbar "
685,"neutral","kalau on kena plan ni aku ni diambil kat uia ke kena kutip kat memana ke haa gitu"
686,"neutral","tadi aku bilang ke bahwa passion itu bisa dicari tanpa kamu sadari atau tidak jika itu bukan bidangmu fok "
687,"neutral","biarin kamu pulang gih sama junedi"
688,"neutral","tp aku suka save nmor klo abis chatan takut nya ada perlu gak susah nyari lg wkwk"
689,"neutral","dlu aku beli 75k"
690,"neutral","minn minnn minn kenapa kau mention aku sekali "
691,"neutral","aku dpt mmg aku bakar sial kote kau "
692,"neutral","bts aku sedang sibuk menafkahi keluargaku dan mengejar impianku army aku sedang sibuk menafkahi orang yang sudah je "
693,"neutral","iya nih buruan aku tungguin "
694,"neutral","nak date nak gambar nak jumpa nak cakap rindu nak puji nak ajak lunch nak wayang sama sama nak selfie nak tanya nak kenal l "
695,"neutral","sesama"
696,"neutral","annyeong aku kembali lohhhh ada yg kangen aku ga ada kaaaaan "
697,"neutral","sebenarnya kalau korang kenal aku in real life mesti kau seronok kawan dengan aku aku sebenarnya ok je lawak pun ya "
698,"neutral","cari cable ni haa membe aku pakai cable kecik tu sampai patah hanat"
699,"neutral","giveaway karena hari ini umur aku bertambah jadi aku ingin berbagi rules aja dan ucapkan saya wish dan screenshoo "
700,"neutral","aku daniell nderr"
701,"neutral","tapi kamu yang diem2 aja lt "
702,"neutral","aku nya genduuutt "
703,"neutral","ni makcik tak habis habis nak carik pasal apa la dosa kat aku kat dia "
704,"neutral","mlm jumat mas siapa yg mau temenin aku retweet ya "
705,"neutral","yg air ketuban tu takut aku tgk "
706,"neutral","nantikan spin off tentang aku danumiyati pasangan yang selalu tak tahu nak makan apa so kita kena one two jus "
707,"neutral","erm macam tautau je apa yang aku perlukan sekarang "
708,"neutral","cerita aku lebih kurang mcm ni tp lain sikit ex aku yg kenalkan aku dekat family dia siap kenalkan dkt makcik p "
709,"neutral","dah jadi degree life ni satu nak minta first step tukar nickname ws kau takyah letak nama aku si mujahidah ke pinky "
710,"neutral","idm army aku gabut ayo mutualan sama aku aja ya autofollback tapi hehe "
711,"neutral","em aku syak mimpi malam tadi sebab aku tak dapat pergi konvo die dngn abg aku lah tu kot sampai terbawak mimpi s "
712,"neutral","korean honey butter fried chicken maaf gak pake foto huhuhu aku lupa foto pas makan "
713,"neutral","aku diabetes"
714,"neutral","5 ciri nyeleneh orang ber iq tinggi kamualahatunya gayajitu"
715,"neutral","haloo redil chu here tunggu ya mbakis aku beli novel lengkapnya doloe"
716,"neutral","bu aku mau punya ade lagi tp jangan yg bisa jalan pagi ini dikamar mandi sebelom berangkat sekolah malkatun 3 tahun leb "
717,"neutral","penglingsir yg sliweran disana nah aku msuk "
718,"neutral","kesian tengok umobile users bersabar lah aku takmau bukak cerita pasal telco dorang pandai2 lah korang ye "
719,"neutral","okaaayyy danee kamu jangan lupa lunch ya "
720,"neutral","adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better "
721,"neutral","bilang aamiin makasih kalo aku anti kamu lebih cantik club "
722,"neutral","sape rt aku lukis dp dia "
723,"neutral","ada kunjungan dari kyunghee university dan dosennya tau nuest btw dosennya udah ahjumma eo kamu fansnya nuest "
724,"neutral","kalo toge seribu perak dapetnya segambreng tuh emak cebong sambil ngutil kali sist belanjanya "
725,"neutral","kan aku gatau biasanya tiap rumah punya stok beras jd gue pikir lu tinggal masak buat makan hshsh"
726,"neutral","aku dah tahu dah kenapa kau rt anat "
727,"neutral","bro followan yuk ama aku ava ku sungwoon auto follback ya hehe"
728,"neutral","tadi aku ad dua bangladesh customerorg tu tengkuk terkehel mc sebulan yg sorg tu putus dua jari sbb kaca jatuh "
729,"neutral","jadi dalam rangka ulang tahunnya namjoon aku mau ga album ly tear ada yg mau gak ya kira2 rulesnya follow set "
730,"neutral","aku minhyun nder"
731,"neutral","krt ikonic mutualan yuu yg ga masalah aku mulfan hehe"
732,"neutral","wiroableng film yang diproduseri ini ga cuma tayang di indonesia tapi di beberapa negara "
733,"neutral","weh sumpah aku tkleh move on dengar suara housemate aku "
734,"neutral","mana ada semalam aku muncul sangat kat media sosial member member bagi ws bagi dm aku balas satu satu jetory i "
735,"neutral","her miss kan taman safari jauh yo di pasuruan aku males nganterno andrew kesana kalo taman safarinya tak undang ke ru "
736,"neutral","hmmm dak salah lagi iyo nian kata mutiara dre 'aku bokek gara2 oppa'"
737,"neutral","registerkan utk aku dulu ni serius ni"
738,"neutral","hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit "
739,"neutral","helphare ada yg menang fansign the saem seventeen reply or dm aku ya butuh teman barengan karna aku sendirian thankyouvtinjkt"
740,"neutral","lo temen gue yang alay ya"
741,"neutral","apa apa pon aku kene hadap kerja esok "
742,"neutral","jebul aku meneng kono yo meneng "
743,"neutral","tapi macam nais la pulak xr fuh aku dahlaa book 7plus ni hm nak cancelllllllll"
744,"neutral","haha bout that aku still tngah fikir "
745,"neutral","boleh hilangkan maruah yang tercalar tak "
746,"neutral","aku nk nasihatkan para wanita yg buat cod tolong hati hati dan harap sgt korang brteman never let urself alone bila cod yes "
747,"neutral","tadi aku lagiibuk bentar "
748,"neutral","mfs folowan rt ja ntar aku folow follback tpi"
749,"neutral","antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila bercakap ada content ive never thought y komuniti ki "
750,"neutral","laki punya gaduh 7 min je paling lama lepastu isap balut sesama"
751,"neutral","kakean berimajinasi aku kih "
752,"neutral","kalau menurut pendukung partay oposisi sudah pasti di tafsir kampanye iklan ini klu menurut aku menc "
753,"neutral","kpop ada yg mau join ga barang official ga klo yg rep 50 aku drop direp dan janji pda ikut ya "
754,"neutral","aku jadi pengen jawabin menfess dia kalo aja dia share di base yg tepat "
755,"neutral","aku dilahirkan di bumi ni memang untuk jaga hati semua pihakampai hati aku barai pun tak ada orang kesah hmm"
756,"neutral","giveaway preloved masker emina baru dipake 3x caranya tinggal retweet aja tweet ini dan doain semoga urusanku semuanya la "
757,"neutral","cara medapatkan uang banyak dengan modal 50 kamu sudah bisa dapat ratusan juta hanya di "
758,"neutral","aku yang masak kau yang panas "
759,"neutral","rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak "
760,"neutral","atas bergabungnya orang kaya ini di twitter aku mau giveaway pulsa 25k buat satu orang aja bc aku misqueen sm aja kyk klea "
761,"neutral","kan aku ada cita cita jugak tengok iphone 8 plus hahaha intern pun bukan banyak pun masuk haha have fun kel kat si"
762,"neutral","aku nampak huhu"
763,"neutral","aku lapar ni haih"
764,"neutral","giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga "
765,"neutral","apa yang kau nak sebelum meninggal aku nak sebelum aku mati allah ampunkan semua dosa aku dan matikan aku dalam kead "
766,"neutral","hai kakilahkan informasikan detail kendala kamu terkaithopee yang dapat kami bantu ya kak os"
767,"neutral","your voice nyanyi lah lagi sebab tu lah aku selalu suruh kau nyanyi utk aku nasib kau melayan perangai aku k "
768,"neutral","ou jadi yg nicknya cechen itu kamu toh d"
769,"neutral","aku open sharing ini ada yg mau gak "
770,"neutral","kalau ada orang ajak ajak aku sekali aku pun bosan ni"
771,"neutral","giveaway for nctzen hai sesuai janji aku aku adain ga karena dapet 2 poster dan pc chenle poster we go up 1 s "
772,"neutral","jangan pantang menyerah ya walaupun nanti kamu pasti bakal ninggalin jkt48 aku akan tetapupprot kamu del della jkt48"
773,"neutral","kalaulah overthink ni boleh buat duit dah lama aku kaya "
774,"neutral","aku iseng bukain following ig kamu kok cewek semua "
775,"neutral","ldr asalamualaikum hai kak ea hari ini aku mau rikwes lagu aku cah kerjo salam salam buat putra cing adi "
776,"neutral","sekali doang itu juga cuman bertiga kan aku anak asrama jarang muncul"
777,"neutral","yang letok dalam mangkuk jamban lagi ngotor bodo base dok reti"
778,"neutral","siapa yang tahu pak ahok nyindir siapa yahc aku dukung dendamnya pak ahok untuk mengusut pejabat brengsek pantesan bis "
779,"neutral","aku"
780,"neutral","halo teman idaman saatnya quizidaman turbo hadir kembali niih kali ini turbo ingin mengajak kamu untuk menebak keunggul "
781,"neutral","iyaaa kalau aku naik kelas "
782,"neutral","lately ni keje aku nak menafikan dan menjawab pertuduhan dan fitnah orang jeenang jugak kerja pembangkang ni dia lup "
783,"neutral","mamah nanyain kamu"
784,"neutral","dm aku ga open ya "
785,"neutral","shakir mcm dah tau je aku spy dia tenang je aku nak tinggalkan family "
786,"neutral","'taeyong buka dengerin aku aku bisa jelasin' jalan pak rh "
787,"neutral","apa benda aku baca ni"
788,"neutral","3 kirim jawaban di kolom komentar dengan format quizidaman tebakkeunggulanblenderturbo dilengkapi dengan jawaban kamu 4 "
789,"neutral","jujur aku butuh liburan "
790,"neutral","fast giveawayesuai janji ga pulsa tp terserah aku nominalnya brp doain semoga barang dr temenku smpe di rumahku "
791,"neutral","biasa aku bayar advance "
792,"neutral","acara mingguan di rumah aku itu mahj"
793,"neutral","kalo buat aku sih ya pada saat kamu diam itu bukan emas tapi emesh "
794,"neutral","anyone bagi tau aku sat apa yang salah mungkin nak pegawai menteri datang rumah kot jemput bagi surat ohh dalam iium onlin "
795,"neutral","nama kau sama dengan aku jadi muka pun mesti sama "
796,"neutral","29 fav tanggal lahir kamu "
797,"neutral","siang cuaca hari ini lagi panas atau dingin kalau lagi panas jangan lupa minum air putih yang banyak tapi jangan "
798,"neutral","kisah dia sama seperti aq kot "
799,"neutral","so lirik amanra yg lu humble dia tumblr tu lucah laaa ya allah aku dok nyanyi dlm otak setiap kali dlm keta astaghfirllahalazim"
800,"neutral","dtg ipoh aku on terus"
801,"neutral","macam mana bos aku tau aku tengah menyorok kat malaysia ni aku dah tak buat dah kerja2 spy ni aku dah bersara nak hidup "
802,"neutral","perut ni dok bunyi plakk aku xde selera mkn kau pulak sibuk bunyi xleh paham ka tuan hg ni xda mood "
803,"neutral","mak mertua pernah kena copek dek makcik tua dalam kedai tudung dekat jalan tar lepas tengok cctv yang jelas macam hd "
804,"neutral","oh iya tanggal 14 ya aku nggak punya foto konsep isd "
805,"neutral","aku tak tau mana yang binatang sekarang "
806,"neutral","seketika aku lupa istilah fingerprint masa "
807,"neutral","apakah aku tida terlalu termotivasi"
808,"neutral","mcm biasalah ye mampu target je tak tau lah rupa result mcm mana nanti harap2 tak hodoh sangat mcm rupa aku ahaks "
809,"neutral","10 aku reveal crush aku deal "
810,"neutral","a friend of mine yang aku selalu lupa nama tu dia patut tempek kat dahi nama dia so aku tak cakap bye awakkhould h "
811,"neutral","dlu time skolah tak sampai hati xmakan ape mak masak utk sapan kalau dah lambat pun aku tetap akan makan atau "
812,"neutral","tapi kalian sama sama kyot aku joha "
813,"neutral","iya nih di jogjaa maba akuuu wkwkwkkw kamu gap year "
814,"neutral","halo kak aku baru pertama mau belajar skinkeran jadi ini pake pas malam gitu itu semua atau gimana maaf kalo rep "
815,"neutral","jumat malam bersama 2 kawan di dalam mobil menuju sebwah apartemen diurabaya barat b gaes sorry ya aku dan a k "
816,"neutral","janganampai aku rebus paper math ha"
817,"neutral","itu kalo ditanya in ke aku pasti 90 jawabannya "
818,"neutral","tahukah kamu 14eptember diperingati sebagai hari kunjung perpustakaan peringatan ini dimulai sejak tahun 1995 oleh p "
819,"neutral","pah butang baju melayu aku mana pah "
820,"neutral","aku ngerti sek tok maksud tp koe bien wae tbtb lungo aku udu ameh mengungkit masalalu mbok uwes aku menyarankan "
821,"neutral","aku dtg ukm aja cm sekali kak wwkwkk btw album gimans kak q menunggu "
822,"neutral","aku ni balik balik penat tau lepastu tgk tgk ada makcik bawang niialla"
823,"neutral","meskipun di dunia ini milyar juta orang tapi sebenarnya mereka sudah tidak ada fatamorgana itulah sebabnya tid "
824,"neutral","kita strictkan pembelian rumah 1 keluarga 1 rumah je boleh beli nanti siapa yang baru start kerja minggu pertama kerja "
825,"neutral","chtt aku tan nih wa aku 081578766035"
826,"neutral","pastu nak salahkan aku "
827,"neutral","semua habis babe aku privy amp anusya travel dr tm pudu tbs and skg dari tbs nak gi ipoh bas pkl 1 "
828,"neutral","drkepo apakah kamu mempunyai binatang peliharaan saat ini "
829,"neutral","nctzh jaemin as anak broken home nana gabisa dihubungin setelah kalian vc semalem dan kamu denger suara banting banting "
830,"neutral","kalo aku naksir mau apa kau "
831,"neutral","bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl "
832,"neutral","balik je muka patah hati gado dgn matair ke keluar dgn kawan jgn cakap je skali keluar dgn orang lain ape bu "
833,"neutral","bkpe tarikh dia 31 9 "
834,"neutral","giveaway karena hari ini umur aku bertambah jadi aku ingin berbagi rules aja dan ucapkan saya wish dan screenshoo "
835,"neutral","kasi aku bocoran penempatan kdmp dong hcbp tidak bisa menahan kedeg degan ini selama 2 minggu lagi"
836,"neutral","1 ruang ada kursi baru dan ada kursi lama cukup lama juga ini karena kelas ada yang di pake jadi permisi permisi d "
837,"neutral","sampai studio buka memory card camera semua gambar blur dan lop sided lol"
838,"neutral","ni nak femes je sebenarnya "
839,"neutral","aku 4beradik 2laki 2pueyemua jaley mendado gtu tp hk jate tu bialah hk tino ni saeng2 aku pom r "
840,"neutral","aku ngomongin keseluruhan na "
841,"neutral","2hare retweet repost informasi tentang kuis ini pada akun sosial media kalian dan tag mention 10 orang teman kamu "
842,"neutral","yaallah masku baju nya pernah begini"
843,"neutral","apakah sudah templatenya kalo udah jadi mamah mamah tuh kalo ada bagi2 hadiah atau apapun akan bilang aku satu lagi dong b "
844,"neutral","2 tipe orang saat makan nasi kamu suka nasi apa "
845,"neutral","jahsbbehdf exactly benda aku yang fikir dah kerin macam sotong kerin pun tak angkat2 lagj"
846,"neutral","vote mwave music chart h 5 mass voting voting serentak 1x vote per akun per hari "
847,"neutral","aku juga kembar sama dia "
848,"neutral","mamak ni nak try aku ke apa "
849,"neutral","apakah aku telat "
850,"neutral","aku mah gaada ia ia ia "
851,"neutral","korang tak beranak takpelah boleh maintan cuba korang yang teran anak tengok la camner"
852,"neutral","w n serius kak aku kayak gini kalo tidur sendiri di kamar mama aku masa"
853,"neutral","kalau bestfriend perempuan tu kenal lagi lama dari awek its okay lah bagi aku kalau tak baik bestfriend tu jadi a "
854,"neutral","tadi nyariin kamu "
855,"neutral","students aku semua redha dgn paper math "
856,"neutral","ya memang aku diam ja tadi "
857,"neutral","waaah udah ngoleksi badge aku baru suka sejak 2016 dan baru beli merch tahun ini itupun cuma merch y "
858,"neutral","aku tidur dulu ya kamu kalo masih kangen ke kos aja jendela ga aku kunci kok "
859,"neutral","jari aku punya kering ngan licin sampai phone tak detect "
860,"neutral","ye wehh jem pala aku"
861,"neutral","bukan tak nak kdg tu aku rasa macam kapitalis pulaori lah kalau rasa macam kasarbb ni monolog dalam diri aku w "
862,"neutral","sempena hari jumaat ni aku nak mintak sikit sumbangan dari korang untuk mereka di kemboja sana wang sumbangan kekurangan l "
863,"neutral","nasib aku ada 15 minit lebih boleh aku merenung masa depan"
864,"neutral","aku waktu itu 2 hari lama banget emangggg "
865,"neutral","hello budak belakang ni nak otp ngan bf pun beragaklah duk buatuara manja dalam bas ni apa benda aduyai aku lempang "
866,"neutral","nasihat aku kalau kau betul2 dekat bandar boleh lah pakai kalau tak "
867,"neutral","amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara "
868,"neutral","someone tolong kutip dia aku tak larat dah nak simpan member bodo cmni "
869,"neutral","kl dosen kl ngajar kamu langsung catet serapih ini atau coret2an dulu baru dirapihin wkwk"
870,"neutral","17's gila ga sih kalo hari gini aku nyari yg jual tiket idealcutinjakarta underprice wtb deh yg green aja reply coba"
871,"neutral","macam mana laa aku jawabpm nanti "
872,"neutral","atau dialog pilm yang ga kalah melegenda ini barusan saya ngelempar pulpen ke orang gara gara ada yg berisik di ruangan "
873,"neutral","aku baru tau jeno bisa main gitar gemesh nctea "
874,"neutral","giveaway karena hari ini umur aku bertambah jadi aku ingin berbagi rules aja dan ucapkan saya wish dan screenshoo "
875,"neutral","aku tunggu orang ada kereta la ajak ni huh"
876,"neutral","mfs folowan rt ja ntar aku folow follback tpi"
877,"neutral","nctea ayo mutualan aku bucin jaemin aje ye oke"
878,"neutral","baru bangun tidur cari punya cari spek mata dalam setengah jam sampai laa fed up aku terus tido balikkelak kepa "
879,"neutral","maabucks hadir di go food festival gbkenayan ramaikan martabucks di go food festival gelora bung karnoena "
880,"neutral","nanti aku add yaaa"
881,"neutral","gak kliatan aku pakek kresek kita seline bebihhh wkwk liat profile akoh gihh nga y mp ak bkn pens km"
882,"neutral","aku bagi je tau mak aku ni kang aku taksuka dia duduk dlm bilik aku"
883,"neutral","cabebawang100ribu maaf itu buat satu kampung cabebawang100ribu maaf itu buat satu bulan "
884,"neutral","suruh beli kaos kaki jam set 10 malem mana ada toko buka habis itu suruh nguras bak mandi dan ngosek wc malem2 "
885,"neutral","cuma 7mb kamu bisa mendapatkan pulsa gratis setiap hari download cashtree sekarang di "
886,"neutral","tadi masa jemaah magrib dgn suami budak sekor ni mcm biasa lah akan menyebok dan time nak sujud tulah dia terkepit dalam "
887,"neutral","dear temen tolong lah ya setiap gue yang fotoin kalian hasilnya pada cakep elok cantik dan sedap dipandangedangkan gil "
888,"neutral","sebenarnya aku masih tertanya laki perempuan ni nak apa dok mainkan hati orangebab tak boleh menjauhebab kau as "
889,"neutral","give away aku mau ga dalam rangka merayakan ulang tahun nya chen exo list hadiah album only nct dream we go up "
890,"neutral","biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk "
891,"neutral","kaya ada kabut nutupin mata gitu"
892,"neutral","sampai sekarang do aku tertanya tanya apa faedahnya kita belajar tiup recorder masa sekolah rendah dulu "
893,"neutral","giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen "
894,"neutral","izinkan aku mengupload ini "
895,"neutral","sbb dah biase sgt tau nak ws cust ckp saya jdi sayang dlete blek hahaha nty dye pk aku les nk type awak tertulis "
896,"neutral","gak cuma kamu yang bilang trims "
897,"neutral","orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap "
898,"neutral","omo aku kaget oppa"
899,"neutral","hadiahnya 2 dear me lip coat shade dear fanny untuk 2 orang deadlineabtu 15ept 18 pukul 7 malam w "
900,"neutral","oh kamu berubah kelamin ya"
901,"neutral","aku ingat minachi mana kat ig aku dengan surname ninjacode adli rupanyaaa caaaiiittt "
902,"neutral","la jare kiri dewe aku yas hmm "
903,"neutral","dari sudut pandang aku ipt ni adalah tempat kau dibenarkan untuk membuat kesilapan pensyarah dibayar untuk mendengar ide "
904,"neutral","giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen "
905,"neutral","aku pake innisfree "
906,"neutral","ada 2 tipe karena hina kegap berangkat sekolah sama nomin aku give away pulsa 50k buat 2 orang karena kapalku ber "
907,"neutral","aku xkan kompromi dengan mana2 peragut perompak celaka la depa"
908,"neutral","siang kamu kali ini ditemenin di intermezzo sampai nanti jam 1 yaa jedasiangerenity "
909,"neutral","a thread fakta nero pemimpin terkejam di roma ini salah satu sejarah yg paling aku sukaelain mengungkap kekejaman "
910,"neutral","to anon yang kata solat pun masih buat dosa tu nobody is normalising things here i'm sure everybody knows whats haram is "
911,"neutral","as for me i tak kisah pun kalau orang nak letak gambar sendiri as wallpaper sebab tu salah satu cara dia nak gain "
912,"neutral","hallo iya aku akan ke indonesia ketemu pens saya kakak penantiancintaeps19 "
913,"neutral","pening aku "
914,"neutral","giveaway ale dalam rangka ultahnya kim namjoon aku mau ngerayain dengan giveaway album bts rules "
915,"neutral","mimpi yang buruk datang daripada setan mimpi yang baik dtg drpd tuhan tp td yang aku mimpi dari siapa hm"
916,"neutral","sure halo aku darah murni nih "
917,"neutral","yuk merapat ke workshop bag amphoes premium kamu bs dpt ilmu bs buka usaha laundryepatu tas mahal brand tersedia j "
918,"neutral","giveaway karena aku lagi ada rezekiama lagieneng juga aku mau ngadain ga pulsa all operator 100k buat 1 orangyarat "
